% Model:              SCtape_pde_2D_c43a_20160729_ancien.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jan 15 2026, 11:15
% Table:              Table 1 - instantaneous AC losses pd [W/m] (Pd)
% Time (s)               instantaneous AC losses [W/m] (W/m)
0                        1.0111395017154968E-260
2.0E-4                   1.8440556493204794E-39
4.0E-4                   3.9653093654243353E-4
6.000000000000001E-4     8.893907362894989E-4
8.0E-4                   0.0021645230338514895
0.001                    0.004219188909331144
0.0012000000000000001    0.006637220804017822
0.0014                   0.009635027532183465
0.0016                   0.013104076775055202
0.0018000000000000002    0.017202995713348143
0.002                    0.020719077894472592
0.0022                   0.02456158495413467
0.0024000000000000002    0.028157048682909896
0.0026000000000000003    0.030604592115509893
0.0028                   0.03258423756667144
0.003                    0.0338887076352439
0.0032                   0.034497026549367336
0.0034000000000000002    0.034248822610053284
0.0036000000000000003    0.03268416309205918
0.0038                   0.03010949984052061
0.004                    0.027242121053778597
0.004200000000000001     0.023361231385324754
0.0044                   0.0193493605094805
0.0046                   0.014829115343452125
0.0048000000000000004    0.010300840395980766
0.005                    0.006164946281956454
0.005200000000000001     0.0030249004277053014
0.0054                   0.0012109529229904813
0.0056                   4.127171253293343E-4
0.0058000000000000005    1.182123356461319E-4
0.006                    2.8043129476221315E-5
0.006200000000000001     5.4488491111655E-6
0.0064                   8.590215063392379E-7
0.0066                   2.8990590821879703E-5
0.0068000000000000005    3.242859137715224E-5
0.007                    1.1999751830300038E-4
0.007200000000000001     1.3536441829342557E-4
0.0074                   2.539959675446987E-4
0.0076                   4.708243364473396E-4
0.0078000000000000005    6.914313741260846E-4
0.008                    0.0010491964596896091
0.0082                   0.0016936874082161674
0.008400000000000001     0.002299673868689849
0.0086                   0.0034020664912544373
0.0088                   0.00435196841097322
0.009000000000000001     0.0060374408895994235
0.0092                   0.0077366255387192745
0.0094                   0.009119127699160234
0.009600000000000001     0.011573825611151431
0.0098                   0.01440497931948368
0.01                     0.017481243052561626
0.0102                   0.020784566909494626
0.010400000000000001     0.023416122636929257
0.0106                   0.026883052100644712
0.0108                   0.030782190263305757
0.011000000000000001     0.03331863913818211
0.0112                   0.03638714555685634
0.0114                   0.04019180306853896
0.011600000000000001     0.04219469830497579
0.0118                   0.04462262553046016
0.012                    0.046260956960968165
0.0122                   0.047190524579037996
0.012400000000000001     0.047163283056594923
0.0126                   0.048187689410403856
0.0128                   0.047036265326877824
0.013000000000000001     0.04603325310136625
0.0132                   0.0431017529918309
0.0134                   0.04105868895618298
0.013600000000000001     0.037988851495091715
0.013800000000000002     0.03355101102762069
0.014                    0.02987200851596094
0.0142                   0.025092651462824415
0.014400000000000001     0.02035014213259114
0.0146                   0.01522823989072726
0.0148                   0.010399016952669917
0.015000000000000001     0.0062426971734749455
0.0152                   0.003092326982824493
0.0154                   0.001240257158987347
0.015600000000000001     4.2326718409533567E-4
0.0158                   1.2158944825143099E-4
0.016                    2.89850456476979E-5
0.0162                   5.665348611187678E-6
0.0164                   8.993917943303645E-7
0.0166                   2.893893228735832E-5
0.016800000000000002     3.24257178373057E-5
0.017                    1.2103155159556489E-4
0.0172                   1.3534676495598435E-4
0.017400000000000002     2.5454176529654277E-4
0.0176                   4.70957209862069E-4
0.0178                   6.897228471529018E-4
0.018000000000000002     0.0010492957053299795
0.0182                   0.0016898517849108995
0.0184                   0.0022954728257353727
0.018600000000000002     0.0034129013621276693
0.0188                   0.004347478399875538
0.019                    0.00602944851154531
0.019200000000000002     0.007698845141536348
0.0194                   0.00911905218710011
0.0196                   0.011576677361571515
0.0198                   0.01438272792207068
0.02                     0.01746773244857119
