% Model:              SCtape_pde_2D_c43a_20160729_ancien.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jan 16 2026, 12:18
% Table:              Table 2 - instantaneous AC losses pd [W/m]
% Time (s)               instantaneous AC losses [W/m] (W/m)
0                        1.4529265279974022E-265
2.0E-4                   2.6371212333890653E-44
4.0E-4                   3.597958269231578E-4
6.000000000000001E-4     6.675293715283805E-4
8.0E-4                   0.0014529576034260088
0.001                    0.002879530606294284
0.0012000000000000001    0.004704292873461514
0.0014                   0.007617879092304163
0.0016                   0.010852693741781
0.0018000000000000002    0.014317833088627514
0.002                    0.01882900004401719
0.0022                   0.02353226330217494
0.0024000000000000002    0.028517281533476393
0.0026000000000000003    0.03332778943773493
0.0028                   0.037945756561362516
0.003                    0.04164174506390402
0.0032                   0.04499777166837237
0.0034000000000000002    0.04715745310143883
0.0036000000000000003    0.047802533939342196
0.0038                   0.046840261116255374
0.004                    0.044270676749292484
0.004200000000000001     0.03987160408138695
0.0044                   0.03409097131972304
0.0046                   0.027171118048833206
0.0048000000000000004    0.019687289033829034
0.005                    0.012405292215002498
0.005200000000000001     0.006473187887365638
0.0054                   0.0026977453615251467
0.0056                   9.321895667980496E-4
0.0058000000000000005    2.6322763649392066E-4
0.006                    5.90779232375634E-5
0.006200000000000001     1.0327530021003228E-5
0.0064                   1.3881029076691454E-6
0.0066                   2.29055393165418E-5
0.0068000000000000005    2.9005854666418994E-5
0.007                    3.192840859956996E-5
0.007200000000000001     1.2142630230830155E-4
0.0074                   1.6519151814425496E-4
0.0076                   2.439905307471972E-4
0.0078000000000000005    4.48487756120793E-4
0.008                    6.567730607377607E-4
0.0082                   0.0010087875930649937
0.008400000000000001     0.0017261273682369388
0.0086                   0.0021653232740738567
0.0088                   0.0032415132219579573
0.009000000000000001     0.004105595939133377
0.0092                   0.005696833052119015
0.0094                   0.007398192400902259
0.009600000000000001     0.008764756308914287
0.0098                   0.011037428388833724
0.01                     0.013786872814272403
0.0102                   0.016905202826982903
0.010400000000000001     0.02034965954511295
0.0106                   0.02414858714288994
0.0108                   0.028220655088711594
0.011000000000000001     0.0325643388290079
0.0112                   0.037118656156060116
0.0114                   0.04187316776008637
0.011600000000000001     0.04662986936211749
0.0118                   0.051363307945505164
0.012                    0.055974583443193504
0.0122                   0.06006552997951285
0.012400000000000001     0.06307473653208331
0.0126                   0.06552360609688845
0.0128                   0.06775644010080348
0.013000000000000001     0.06733192492033964
0.0132                   0.06781654418495973
0.0134                   0.06565072731781092
0.013600000000000001     0.0623378483163018
0.013800000000000002     0.05844077927901271
0.014                    0.05231907254448223
0.0142                   0.045527884759366796
0.014400000000000001     0.037339757681372175
0.0146                   0.02922372245419901
0.0148                   0.02063864964621973
0.015000000000000001     0.012981541044231238
0.0152                   0.006720167847102897
0.0154                   0.002783403530769911
0.015600000000000001     9.59525962733083E-4
0.0158                   2.708447202135332E-4
0.016                    6.0791566704588666E-5
0.0162                   1.0645522092503896E-5
0.0164                   1.4331312897272364E-6
0.0166                   2.3586604615449362E-5
0.016800000000000002     2.906770196215182E-5
0.017                    3.190395734911018E-5
0.0172                   1.212453311225995E-4
0.017400000000000002     1.5941611552537202E-4
0.0176                   2.4349532747283703E-4
0.0178                   4.485169028860593E-4
0.018000000000000002     6.567139529897538E-4
0.0182                   0.001006510359402269
0.0184                   0.0017193249429365148
0.018600000000000002     0.002167205518637641
0.0188                   0.003263923056033444
0.019                    0.004106378875439486
0.019200000000000002     0.00567954326699408
0.0194                   0.007387946531338671
0.0196                   0.008750480831698862
0.0198                   0.011036693242618212
0.02                     0.013787517263200415
