% Model:              SCtape_pde_2D_c43a_20160729_ancien.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jan 16 2026, 12:30
% Table:              Table 2 - instantaneous AC losses pd [W/m]
% Time (s)               instantaneous AC losses [W/m] (W/m)
0                        2.389480836481139E-260
2.0E-4                   4.35194238993115E-39
4.0E-4                   4.0122473123408445E-4
6.000000000000001E-4     9.626794845611347E-4
8.0E-4                   0.0025851191313211314
0.001                    0.004636667340935786
0.0012000000000000001    0.008063242515455323
0.0014                   0.012326009528134561
0.0016                   0.01739230512482132
0.0018000000000000002    0.023568841453946745
0.002                    0.031070438113819845
0.0022                   0.03949634305387486
0.0024000000000000002    0.048159753471068066
0.0026000000000000003    0.056913520811121374
0.0028                   0.0655262938008652
0.003                    0.073614776019353
0.0032                   0.08035008707735229
0.0034000000000000002    0.0853033006419832
0.0036000000000000003    0.08824809630049463
0.0038                   0.08826827181243235
0.004                    0.08471757505299607
0.004200000000000001     0.07786869588762112
0.0044                   0.06781818571501348
0.0046                   0.054934182462719944
0.0048000000000000004    0.040393683818678805
0.005                    0.02589684528296278
0.005200000000000001     0.013741580174693534
0.0054                   0.005793444516064495
0.0056                   0.0020274289361875645
0.0058000000000000005    5.821026716872613E-4
0.006                    1.3289004427403828E-4
0.006200000000000001     2.3639545011590544E-5
0.0064                   3.229649054410456E-6
0.0066                   2.9684476247892514E-5
0.0068000000000000005    3.27760859584811E-5
0.007                    8.379694586691366E-5
0.007200000000000001     1.3648012306619937E-4
0.0074                   2.5804843584867213E-4
0.0076                   4.7818256416784055E-4
0.0078000000000000005    7.043001479306154E-4
0.008                    0.0010712876204186784
0.0082                   0.0018756449015062424
0.008400000000000001     0.0023627383254944284
0.0086                   0.0036053700473112063
0.0088                   0.005164558856500717
0.009000000000000001     0.006878435921176387
0.0092                   0.008983522063994002
0.0094                   0.01178917337132856
0.009600000000000001     0.015162934682426521
0.0098                   0.018901879171051728
0.01                     0.02306920787185991
0.0102                   0.027631764016511854
0.010400000000000001     0.03368090412012742
0.0106                   0.041031040547609504
0.0108                   0.04743350301636479
0.011000000000000001     0.055453139775144954
0.0112                   0.06350233224141247
0.0114                   0.07085888597801528
0.011600000000000001     0.07999926601029923
0.0118                   0.08963100537185502
0.012                    0.09748582658594342
0.0122                   0.10532480447508091
0.012400000000000001     0.11310650866513741
0.0126                   0.11926732355791426
0.0128                   0.12395114747577653
0.013000000000000001     0.1269387620265099
0.0132                   0.12769121381137483
0.0134                   0.1256069543264705
0.013600000000000001     0.12160310526302515
0.013800000000000002     0.11398289738929533
0.014                    0.10451946132025978
0.0142                   0.09169471019941255
0.014400000000000001     0.07661421293879876
0.0146                   0.060330652942007616
0.0148                   0.04321158741853272
0.015000000000000001     0.02724562366552456
0.0152                   0.014315606566668903
0.0154                   0.006004166595268563
0.015600000000000001     0.0020977113423191526
0.0158                   6.027587606042622E-4
0.016                    1.3786768201871214E-4
0.0162                   2.4567479221918872E-5
0.0164                   3.3662763492655177E-6
0.0166                   2.973415683508196E-5
0.016800000000000002     3.275055981809515E-5
0.017                    8.0299765716037E-5
0.0172                   1.3694502732729122E-4
0.017400000000000002     2.5740008204130015E-4
0.0176                   4.784646739573588E-4
0.0178                   7.040752664053253E-4
0.018000000000000002     0.0010706538171334989
0.0182                   0.0018792754472009194
0.0184                   0.002364675996212496
0.018600000000000002     0.0036085153236391702
0.0188                   0.005154690500617462
0.019                    0.006867690241184359
0.019200000000000002     0.008965198761466602
0.0194                   0.011732520042287083
0.0196                   0.015083236995816722
0.0198                   0.01890458665457498
0.02                     0.023074095907454507
